timestamp,cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,target,latency_ms,throughput,cost,utilization
2024-01-01 15:15:00,71.5,50.13,173.13,997.41,GCP,us-east,B1s,1,1.0,0.012,no_action,224.7,1106.36,0.018,60.81
2024-01-01 15:20:00,24.73,81.53,362.16,298.69,Azure,asia-south,B1s,1,1.0,0.012,no_action,249.31,1034.4,0.018,53.13
2024-01-01 15:25:00,68.91,34.59,477.89,235.95,Azure,asia-south,B1s,1,1.0,0.012,no_action,254.75,1030.04,0.018,51.75
2024-01-01 15:30:00,47.78,67.47,228.92,346.79,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,241.92,1164.67,0.1366,57.62
2024-01-01 15:35:00,90.47,30.7,145.9,128.02,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,226.9,1283.89,0.1366,60.59
2024-01-01 15:40:00,87.79,52.59,485.69,266.97,Azure,us-west,B1s,1,1.0,0.012,scale_up,233.24,1426.64,0.018,70.19
2024-01-01 15:45:00,79.38,86.03,392.46,663.6,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,219.26,1689.55,0.1366,82.7
2024-01-01 15:50:00,81.69,53.34,102.79,212.67,Azure,us-west,B1s,1,1.0,0.012,no_action,225.72,1440.35,0.018,67.52
2024-01-01 15:55:00,28.05,54.24,78.89,623.77,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,267.26,790.27,0.1366,41.15
2024-01-01 16:00:00,37.93,50.97,55.23,165.2,Azure,us-west,B1s,1,1.0,0.012,no_action,251.03,767.81,0.018,44.45
2024-01-01 16:05:00,64.0,36.25,362.74,874.11,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,240.21,1000.11,0.1366,50.12
2024-01-01 16:10:00,31.78,98.8,114.12,549.0,Azure,us-west,B1s,1,1.0,0.012,scale_up,249.74,1349.67,0.018,65.29
2024-01-01 16:15:00,60.37,10.88,196.91,565.94,Azure,us-east,B1s,1,1.0,0.012,no_action,261.9,678.4,0.018,35.62
2024-01-01 16:20:00,12.99,17.07,228.62,219.44,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,302.95,332.64,0.1366,15.03
2024-01-01 16:25:00,82.05,28.01,125.37,194.11,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,258.96,1146.83,0.1366,55.03
2024-01-01 16:30:00,12.84,94.26,73.39,587.17,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,253.43,1090.67,0.1366,53.55
2024-01-01 16:35:00,74.27,82.16,202.75,833.34,Azure,asia-south,B1s,1,1.0,0.012,no_action,234.96,1574.18,0.018,78.22
2024-01-01 16:40:00,50.71,67.92,286.88,758.43,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,234.17,1162.11,0.1366,59.31
2024-01-01 16:45:00,88.46,29.73,489.14,403.21,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,246.13,1153.21,0.0174,59.09
2024-01-01 16:50:00,69.28,54.84,299.91,747.28,Azure,us-west,B1s,1,1.0,0.012,no_action,238.32,1247.2,0.018,62.06
2024-01-01 16:55:00,27.96,71.22,82.49,127.59,AWS,asia-south,t2.micro,1,1.0,0.0116,no_action,247.84,908.37,0.0174,49.59
2024-01-01 17:00:00,88.14,75.45,384.22,482.94,GCP,asia-south,B1s,1,1.0,0.012,scale_up,205.95,1562.68,0.018,81.8
2024-01-01 17:05:00,98.89,13.61,440.16,620.81,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,260.59,1102.06,0.1366,56.25
2024-01-01 17:10:00,53.8,88.61,455.32,479.55,AWS,us-east,B1s,1,1.0,0.012,scale_up,235.32,1345.28,0.018,71.2
2024-01-01 17:15:00,92.11,28.96,330.33,668.4,GCP,us-east,t2.micro,1,1.0,0.0116,scale_up,233.21,1230.49,0.0174,60.53
2024-01-01 17:20:00,74.42,91.81,130.86,313.79,AWS,us-east,t2.micro,1,1.0,0.0116,scale_up,216.63,1720.94,0.0174,83.12
2024-01-01 17:25:00,32.25,88.37,250.39,563.34,AWS,us-west,B1s,1,1.0,0.012,scale_up,251.18,1119.21,0.018,60.31
2024-01-01 17:30:00,24.72,45.2,486.24,332.32,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,252.09,757.24,0.1366,34.96
2024-01-01 17:35:00,79.61,21.78,486.42,508.41,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,250.07,949.75,0.0174,50.7
2024-01-01 17:40:00,40.33,84.6,243.9,323.84,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.54,1291.81,0.1366,62.46
2024-01-01 17:45:00,25.03,25.09,66.5,762.76,GCP,us-west,t2.micro,1,1.0,0.0116,scale_down,271.72,605.04,0.0174,25.06
2024-01-01 17:50:00,85.98,82.51,313.41,881.44,AWS,asia-south,B1s,1,1.0,0.012,scale_up,213.16,1675.08,0.018,84.25
2024-01-01 17:55:00,34.28,15.14,289.03,942.95,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,282.62,490.16,0.1366,24.71
2024-01-01 18:00:00,38.45,55.65,68.71,233.51,AWS,us-east,B1s,1,1.0,0.012,no_action,262.11,958.32,0.018,47.05
2024-01-01 18:05:00,50.93,56.4,269.98,700.18,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,257.42,1021.3,0.0174,53.66
2024-01-01 18:10:00,28.17,70.61,486.46,184.51,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,244.37,1083.5,0.0174,49.39
2024-01-01 18:15:00,88.13,25.94,361.68,854.3,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,244.47,1158.95,0.1366,57.03
2024-01-01 18:20:00,54.75,65.61,441.01,613.55,Azure,asia-south,B1s,1,1.0,0.012,no_action,250.88,1262.95,0.018,60.18
2024-01-01 18:25:00,29.41,69.3,227.24,686.11,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,253.67,949.39,0.1366,49.35
2024-01-01 18:30:00,99.95,14.34,489.73,466.22,Azure,asia-south,B1s,1,1.0,0.012,scale_up,246.07,1164.0,0.018,57.15
2024-01-01 18:35:00,61.03,76.46,445.33,463.73,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,243.15,1313.52,0.1366,68.75
2024-01-01 18:40:00,82.71,78.61,409.02,492.02,AWS,asia-south,n1-standard-1,1,3.75,0.0475,no_action,217.84,1619.48,0.1366,80.66
2024-01-01 18:45:00,59.0,10.52,196.06,429.82,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,281.19,652.85,0.0174,34.76
2024-01-01 18:50:00,44.97,50.38,156.89,435.93,Azure,us-west,B1s,1,1.0,0.012,no_action,268.75,1003.99,0.018,47.67
2024-01-01 18:55:00,65.75,51.71,220.9,877.0,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,216.28,1289.15,0.0174,58.73
2024-01-01 19:00:00,12.31,40.71,221.09,458.94,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,283.72,652.19,0.0174,26.51
2024-01-01 19:05:00,64.71,78.84,415.84,746.31,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,235.81,1449.56,0.0174,71.78
2024-01-01 19:10:00,31.91,93.43,77.12,940.99,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,229.79,1239.37,0.1366,62.67
2024-01-01 19:15:00,53.73,33.11,178.19,376.56,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,258.38,938.0,0.0174,43.42
2024-01-01 19:20:00,38.02,64.93,372.27,345.36,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,238.7,1018.27,0.1366,51.48
2024-01-01 19:25:00,26.3,71.3,131.65,572.65,Azure,us-east,B1s,1,1.0,0.012,no_action,245.19,991.99,0.018,48.8
2024-01-01 19:30:00,61.06,33.09,483.32,535.19,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,255.16,1009.71,0.1366,47.08
2024-01-01 19:35:00,13.91,66.98,478.13,641.45,GCP,us-west,B1s,1,1.0,0.012,no_action,260.04,810.93,0.018,40.45
2024-01-01 19:40:00,30.53,29.08,324.94,469.93,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,257.76,561.45,0.0174,29.8
2024-01-01 19:45:00,80.25,34.73,420.18,481.36,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,235.78,1163.75,0.1366,57.49
2024-01-01 19:50:00,66.15,50.66,313.97,251.21,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,247.93,1188.79,0.0174,58.41
2024-01-01 19:55:00,29.51,18.61,60.64,677.77,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,285.58,591.73,0.1366,24.06
2024-01-01 20:00:00,30.88,45.18,317.51,547.09,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,253.93,842.56,0.1366,38.03
2024-01-01 20:05:00,48.54,74.58,361.6,992.13,GCP,us-west,B1s,1,1.0,0.012,no_action,244.13,1312.62,0.018,61.56
2024-01-01 20:10:00,34.67,17.15,88.55,904.77,Azure,asia-south,B1s,1,1.0,0.012,no_action,268.27,467.46,0.018,25.91
2024-01-01 20:15:00,30.4,41.95,81.24,567.15,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,266.16,645.71,0.1366,36.17
2024-01-01 20:20:00,89.21,68.58,289.83,391.9,AWS,us-west,n1-standard-1,1,3.75,0.0475,scale_up,233.38,1517.42,0.1366,78.89
2024-01-01 20:25:00,99.47,69.57,301.0,757.59,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,208.43,1687.61,0.1366,84.52
2024-01-01 20:30:00,60.61,96.19,128.89,721.0,GCP,asia-south,B1s,1,1.0,0.012,scale_up,223.29,1497.31,0.018,78.4
2024-01-01 20:35:00,18.7,50.53,390.27,412.81,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,276.3,722.76,0.0174,34.62
2024-01-01 20:40:00,93.45,31.12,229.69,237.17,GCP,us-east,B1s,1,1.0,0.012,scale_up,249.85,1252.79,0.018,62.29
2024-01-01 20:45:00,56.89,66.12,90.11,779.74,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,239.83,1222.48,0.1366,61.51
2024-01-01 20:50:00,80.38,73.79,66.27,372.82,Azure,asia-south,B1s,1,1.0,0.012,no_action,215.06,1475.14,0.018,77.09
2024-01-01 20:55:00,17.89,94.33,299.21,374.97,AWS,us-east,B1s,1,1.0,0.012,scale_up,232.86,1014.56,0.018,56.11
2024-01-01 21:00:00,64.05,56.41,463.73,547.27,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,240.59,1199.66,0.1366,60.23
2024-01-01 21:05:00,44.26,89.02,440.63,825.33,AWS,us-east,n1-standard-1,1,3.75,0.0475,scale_up,226.68,1382.4,0.1366,66.64
2024-01-01 21:10:00,17.28,46.27,128.09,725.46,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,268.51,635.04,0.0174,31.78
2024-01-01 21:15:00,67.69,84.02,109.64,875.81,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,223.89,1557.99,0.1366,75.85
2024-01-01 21:20:00,64.56,78.83,128.68,552.31,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,217.65,1418.64,0.1366,71.69
2024-01-01 21:25:00,43.08,16.14,61.62,221.65,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,270.96,618.68,0.1366,29.61
2024-01-01 21:30:00,96.92,48.92,190.32,555.53,AWS,asia-south,B1s,1,1.0,0.012,scale_up,217.69,1451.2,0.018,72.92
2024-01-01 21:35:00,67.67,29.44,328.81,685.18,AWS,us-west,t2.micro,1,1.0,0.0116,no_action,249.31,1045.64,0.0174,48.55
2024-01-01 21:40:00,15.23,99.54,76.0,725.53,Azure,us-east,B1s,1,1.0,0.012,scale_up,236.48,1132.58,0.018,57.39
2024-01-01 21:45:00,72.29,15.61,279.24,997.03,AWS,us-east,t2.micro,1,1.0,0.0116,no_action,260.42,938.53,0.0174,43.95
2024-01-01 21:50:00,37.56,66.15,287.17,483.48,AWS,us-east,B1s,1,1.0,0.012,no_action,234.48,1025.86,0.018,51.86
2024-01-01 21:55:00,43.1,47.27,422.39,760.25,AWS,us-east,t2.micro,1,1.0,0.0116,no_action,249.05,774.15,0.0174,45.19
2024-01-01 22:00:00,11.73,33.38,392.13,223.4,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,262.66,460.27,0.0174,22.55
2024-01-01 22:05:00,11.09,31.71,489.14,821.38,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,278.45,456.96,0.1366,21.4
2024-01-01 22:10:00,19.88,59.32,254.47,859.92,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,260.13,745.34,0.1366,39.6
2024-01-01 22:15:00,23.5,39.22,381.81,528.42,AWS,asia-south,B1s,1,1.0,0.012,no_action,254.92,546.52,0.018,31.36
2024-01-01 22:20:00,51.35,80.65,451.44,959.8,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,227.31,1372.0,0.0174,66.0
2024-01-01 22:25:00,71.93,49.38,164.6,856.78,AWS,us-west,t2.micro,1,1.0,0.0116,no_action,260.92,1182.81,0.0174,60.66
2024-01-01 22:30:00,69.34,90.56,336.5,652.54,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,220.37,1561.33,0.1366,79.95
2024-01-01 22:35:00,23.52,76.37,280.5,712.21,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,246.4,1008.13,0.1366,49.95
2024-01-01 22:40:00,16.41,11.09,480.43,763.76,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_down,272.78,226.42,0.0174,13.75
2024-01-01 22:45:00,41.47,79.72,347.62,266.68,AWS,asia-south,B1s,1,1.0,0.012,no_action,251.26,1247.85,0.018,60.59
2024-01-01 22:50:00,33.85,11.89,86.98,971.07,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,287.09,419.56,0.0174,22.87
2024-01-01 22:55:00,66.22,44.37,142.56,209.25,Azure,us-west,B1s,1,1.0,0.012,no_action,257.99,1133.71,0.018,55.3
2024-01-01 23:00:00,67.95,57.73,68.88,971.64,Azure,us-east,B1s,1,1.0,0.012,no_action,230.72,1303.19,0.018,62.84
2024-01-01 23:05:00,98.2,64.17,312.09,773.27,AWS,us-west,B1s,1,1.0,0.012,scale_up,224.2,1677.33,0.018,81.19
2024-01-01 23:10:00,21.53,40.44,467.64,302.15,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,258.57,521.38,0.1366,30.98
2024-01-01 23:15:00,49.55,65.16,474.38,316.62,AWS,asia-south,B1s,1,1.0,0.012,no_action,240.43,1133.26,0.018,57.35
2024-01-01 23:20:00,89.82,68.12,178.66,834.35,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,219.36,1593.53,0.1366,78.97
2024-01-01 23:25:00,77.95,51.45,428.9,755.64,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,241.93,1352.67,0.1366,64.7
2024-01-01 23:30:00,25.97,59.05,493.1,943.65,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,261.49,817.63,0.1366,42.51
2024-01-01 23:35:00,83.6,29.22,277.63,856.63,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,246.68,1213.31,0.1366,56.41
2024-01-01 23:40:00,63.13,55.75,183.9,608.52,AWS,asia-south,B1s,1,1.0,0.012,no_action,248.09,1207.86,0.018,59.44
2024-01-01 23:45:00,67.27,78.5,122.03,515.4,Azure,us-west,B1s,1,1.0,0.012,no_action,225.02,1415.17,0.018,72.88
2024-01-01 23:50:00,82.01,28.36,299.79,759.76,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,232.86,1125.93,0.1366,55.19
2024-01-01 23:55:00,41.98,80.54,299.4,104.71,GCP,asia-south,B1s,1,1.0,0.012,no_action,230.89,1257.61,0.018,61.26
2024-01-02 00:00:00,96.23,43.11,197.12,234.0,GCP,us-west,t2.micro,1,1.0,0.0116,scale_up,237.55,1374.76,0.0174,69.67
2024-01-02 00:05:00,99.67,43.15,251.87,749.86,AWS,us-west,n1-standard-1,1,3.75,0.0475,scale_up,230.84,1474.83,0.1366,71.41
2024-01-02 00:10:00,45.24,47.14,363.03,102.9,AWS,us-west,B1s,1,1.0,0.012,no_action,238.55,986.93,0.018,46.19
2024-01-02 00:15:00,81.48,18.37,314.69,532.88,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,244.43,1007.73,0.1366,49.93
2024-01-02 00:20:00,62.2,60.53,302.3,643.14,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,248.88,1256.93,0.1366,61.37
2024-01-02 00:25:00,34.28,84.25,274.22,169.35,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,239.03,1162.64,0.1366,59.27
2024-01-02 00:30:00,80.64,73.69,404.88,565.54,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,211.42,1533.62,0.1366,77.16
2024-01-02 00:35:00,39.54,49.06,89.87,298.55,GCP,us-west,B1s,1,1.0,0.012,no_action,270.83,917.54,0.018,44.3
2024-01-02 00:40:00,99.85,93.98,339.15,479.12,Azure,us-west,B1s,1,1.0,0.012,scale_up,215.3,1967.4,0.018,96.91
2024-01-02 00:45:00,20.65,46.89,427.91,445.45,AWS,asia-south,t2.micro,1,1.0,0.0116,no_action,285.08,752.56,0.0174,33.77
2024-01-02 00:50:00,26.6,42.6,200.53,123.58,AWS,us-east,B1s,1,1.0,0.012,no_action,266.81,603.58,0.018,34.6
2024-01-02 00:55:00,36.89,94.66,166.68,486.69,GCP,us-west,B1s,1,1.0,0.012,scale_up,239.36,1288.86,0.018,65.78
2024-01-02 01:00:00,51.24,53.47,110.07,172.54,AWS,asia-south,n1-standard-1,1,3.75,0.0475,no_action,247.37,1135.71,0.1366,52.36
2024-01-02 01:05:00,49.32,75.66,394.48,243.02,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,227.53,1264.89,0.1366,62.49
2024-01-02 01:10:00,77.62,69.13,480.48,162.06,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,225.62,1457.32,0.0174,73.38
2024-01-02 01:15:00,33.55,32.23,457.81,324.59,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,276.25,617.64,0.1366,32.89
2024-01-02 01:20:00,50.48,79.9,79.41,538.81,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,210.57,1348.0,0.1366,65.19
2024-01-02 01:25:00,41.26,90.99,59.82,697.41,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,234.54,1348.3,0.1366,66.12
2024-01-02 01:30:00,94.31,14.7,238.46,334.14,GCP,asia-south,B1s,1,1.0,0.012,scale_up,253.44,1027.39,0.018,54.51
2024-01-02 01:35:00,27.83,60.88,258.77,974.8,GCP,us-west,B1s,1,1.0,0.012,no_action,239.49,945.34,0.018,44.36
2024-01-02 01:40:00,20.27,23.61,151.39,325.87,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,280.07,496.23,0.1366,21.94
2024-01-02 01:45:00,57.11,20.33,437.06,750.53,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,263.04,756.05,0.1366,38.72
2024-01-02 01:50:00,58.92,17.36,256.24,536.23,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,266.23,808.0,0.0174,38.14
2024-01-02 01:55:00,51.61,47.06,342.94,590.89,AWS,asia-south,t2.micro,1,1.0,0.0116,no_action,250.87,950.3,0.0174,49.34
2024-01-02 02:00:00,82.58,51.33,73.38,807.65,GCP,us-east,B1s,1,1.0,0.012,no_action,226.59,1299.14,0.018,66.95
2024-01-02 02:05:00,24.82,39.72,390.54,567.45,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,270.96,632.78,0.0174,32.27
2024-01-02 02:10:00,89.16,88.35,157.46,506.12,AWS,us-east,B1s,1,1.0,0.012,scale_up,220.08,1771.21,0.018,88.75
2024-01-02 02:15:00,58.48,54.8,97.46,691.1,GCP,us-west,B1s,1,1.0,0.012,no_action,239.1,1190.22,0.018,56.64
2024-01-02 02:20:00,79.81,96.8,141.69,571.0,Azure,asia-south,B1s,1,1.0,0.012,scale_up,220.89,1732.69,0.018,88.31
2024-01-02 02:25:00,61.98,67.11,409.06,456.37,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,236.13,1333.54,0.0174,64.55
2024-01-02 02:30:00,24.22,72.63,406.97,385.09,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,248.23,948.32,0.1366,48.42
2024-01-02 02:35:00,26.58,90.46,344.43,236.89,AWS,us-west,t2.micro,1,1.0,0.0116,scale_up,262.11,1117.02,0.0174,58.52
2024-01-02 02:40:00,17.51,89.42,411.62,554.69,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,245.74,1091.92,0.0174,53.47
2024-01-02 02:45:00,98.57,70.11,335.6,249.36,GCP,us-east,t2.micro,1,1.0,0.0116,scale_up,213.79,1736.09,0.0174,84.34
2024-01-02 02:50:00,24.6,11.13,301.89,574.66,Azure,us-west,B1s,1,1.0,0.012,scale_down,287.93,373.59,0.018,17.87
2024-01-02 02:55:00,17.15,75.83,134.34,872.36,AWS,asia-south,n1-standard-1,1,3.75,0.0475,no_action,255.19,995.68,0.1366,46.49
2024-01-02 03:00:00,73.92,38.29,262.03,839.47,AWS,us-east,B1s,1,1.0,0.012,no_action,222.68,1091.71,0.018,56.11
2024-01-02 03:05:00,54.48,84.54,200.84,256.39,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,238.9,1417.54,0.1366,69.51
2024-01-02 03:10:00,19.06,31.59,113.89,413.15,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,290.83,490.38,0.0174,25.32
2024-01-02 03:15:00,68.6,65.88,208.57,857.3,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,236.8,1343.59,0.1366,67.24
2024-01-02 03:20:00,67.07,21.36,354.28,392.59,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,251.14,894.36,0.1366,44.21
2024-01-02 03:25:00,25.74,87.02,152.23,853.34,GCP,us-east,B1s,1,1.0,0.012,scale_up,252.33,1060.3,0.018,56.38
2024-01-02 03:30:00,72.47,56.14,187.39,291.38,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,240.83,1295.08,0.0174,64.31
2024-01-02 03:35:00,88.41,78.95,404.8,698.49,AWS,us-east,B1s,1,1.0,0.012,scale_up,220.42,1661.54,0.018,83.68
2024-01-02 03:40:00,70.37,60.44,99.95,502.35,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,245.67,1302.08,0.0174,65.41
2024-01-02 03:45:00,59.2,44.24,489.56,199.65,AWS,asia-south,n1-standard-1,1,3.75,0.0475,no_action,242.93,1029.87,0.1366,51.72
2024-01-02 03:50:00,76.59,92.63,176.02,872.51,Azure,asia-south,B1s,1,1.0,0.012,scale_up,220.52,1679.22,0.018,84.61
2024-01-02 03:55:00,77.86,82.44,58.1,966.53,AWS,asia-south,n1-standard-1,1,3.75,0.0475,no_action,210.5,1657.3,0.1366,80.15
2024-01-02 04:00:00,84.65,35.34,442.74,201.32,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,243.68,1291.81,0.1366,60.0
2024-01-02 04:05:00,18.69,31.77,55.58,521.89,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,282.77,423.78,0.1366,25.23
2024-01-02 04:10:00,36.75,36.99,384.44,143.33,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,272.63,822.93,0.0174,36.87
2024-01-02 04:15:00,90.31,26.68,85.54,315.56,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,242.21,1227.99,0.0174,58.5
2024-01-02 04:20:00,15.73,84.82,319.54,203.44,AWS,asia-south,t2.micro,1,1.0,0.0116,no_action,259.48,1030.55,0.0174,50.27
2024-01-02 04:25:00,89.11,61.46,282.85,487.38,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,218.17,1414.17,0.0174,75.28
2024-01-02 04:30:00,79.65,64.17,451.64,499.04,AWS,us-east,t2.micro,1,1.0,0.0116,no_action,244.21,1503.95,0.0174,71.91
2024-01-02 04:35:00,63.25,73.24,156.85,561.13,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,229.29,1322.74,0.0174,68.25
2024-01-02 04:40:00,53.89,68.7,477.74,640.59,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,239.14,1310.65,0.1366,61.3
2024-01-02 04:45:00,67.07,16.38,164.48,425.67,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.16,832.65,0.1366,41.72
2024-01-02 04:50:00,22.6,34.91,487.19,398.21,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,257.18,570.94,0.0174,28.75
2024-01-02 04:55:00,64.97,35.26,143.15,564.92,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,246.79,964.69,0.1366,50.11
2024-01-02 05:00:00,82.23,61.48,280.7,364.14,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,226.54,1470.67,0.0174,71.86
2024-01-02 05:05:00,17.84,65.54,101.23,410.7,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,269.07,834.87,0.1366,41.69
2024-01-02 05:10:00,54.42,73.2,496.77,218.34,Azure,asia-south,B1s,1,1.0,0.012,no_action,229.11,1200.51,0.018,63.81
2024-01-02 05:15:00,47.96,46.99,458.42,742.63,AWS,us-west,t2.micro,1,1.0,0.0116,no_action,236.71,994.25,0.0174,47.48
2024-01-02 05:20:00,84.14,95.96,419.54,101.41,Azure,us-east,B1s,1,1.0,0.012,scale_up,205.12,1808.34,0.018,90.05
2024-01-02 05:25:00,33.18,15.36,321.71,717.93,AWS,us-west,t2.micro,1,1.0,0.0116,no_action,273.04,440.84,0.0174,24.27
2024-01-02 05:30:00,51.06,43.21,104.46,477.05,AWS,us-east,t2.micro,1,1.0,0.0116,no_action,251.55,946.54,0.0174,47.14
2024-01-02 05:35:00,17.22,41.93,473.78,701.72,GCP,asia-south,B1s,1,1.0,0.012,no_action,259.52,662.05,0.018,29.57
2024-01-02 05:40:00,63.43,10.91,336.24,921.96,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,272.36,757.76,0.1366,37.17
2024-01-02 05:45:00,75.16,20.85,456.1,159.8,AWS,us-west,B1s,1,1.0,0.012,no_action,240.56,965.53,0.018,48.0
2024-01-02 05:50:00,11.05,47.98,182.77,537.4,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,265.0,594.94,0.1366,29.52
2024-01-02 05:55:00,21.07,60.28,204.43,756.26,GCP,asia-south,B1s,1,1.0,0.012,no_action,269.02,834.86,0.018,40.67
2024-01-02 06:00:00,72.32,48.69,352.83,347.84,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,249.5,1176.57,0.0174,60.5
2024-01-02 06:05:00,50.18,81.85,420.09,871.81,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,232.64,1360.84,0.1366,66.02
2024-01-02 06:10:00,38.7,62.4,217.03,640.97,Azure,us-west,B1s,1,1.0,0.012,no_action,259.78,1067.34,0.018,50.55
2024-01-02 06:15:00,43.71,25.02,243.74,228.33,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,262.55,726.28,0.0174,34.37
2024-01-02 06:20:00,23.9,12.29,340.62,673.21,AWS,asia-south,B1s,1,1.0,0.012,scale_down,276.28,351.44,0.018,18.09
2024-01-02 06:25:00,46.87,38.01,354.7,645.2,Azure,us-east,B1s,1,1.0,0.012,no_action,245.22,819.18,0.018,42.44
